-8.554039254149635951e+01,-8.373011373350809095e+01,-7.628719988314142597e+01,-7.774056459043509903e+01,-7.243054761887900383e+01,-7.430978425893196970e+01,-7.038345078085045259e+01
-7.153237258531441967e+01,-7.226151377992553648e+01,-7.029086354661960456e+01,-7.128827881344746231e+01,-6.882121576377383576e+01,-7.006946961275912145e+01,-6.770861466641859749e+01
-6.152082575875027004e+01,-6.210515294096957462e+01,-6.131574775324172322e+01,-6.192244290733413692e+01,-6.100583854091978964e+01,-6.164059974859434732e+01,-6.071934772389741397e+01
-4.888674156207685684e+01,-4.913361397126240604e+01,-4.886066626935117796e+01,-4.910081602406759060e+01,-4.882065130339672976e+01,-4.904752079811105148e+01,-4.878521302839792639e+01
-1.153610001980082522e+01,-1.153027255426363240e+01,-1.153623868012228471e+01,-1.153072359247820700e+01,-1.153640956262844064e+01,-1.153146518463179504e+01,-1.153644744774500097e+01
-6.027010610696345694e+00,-6.032718478339793577e+00,-6.027062669691010122e+00,-6.032387567046532340e+00,-6.027203643378753029e+00,-6.031847317895751459e+00,-6.027487773489586864e+00
-1.258892681847250294e+01,-1.256381205900344256e+01,-1.258833800659477831e+01,-1.256508082366641865e+01,-1.258713062129777427e+01,-1.256713157476421650e+01,-1.258527598905269151e+01
-5.308313271346347051e+01,-4.800579826293149210e+01,-5.279765151358256503e+01,-4.815356840402156990e+01,-5.229364312661277836e+01,-4.840134274512432455e+01,-5.166464093624030340e+01
-5.034967013400596869e+01,-4.671232574373023283e+01,-5.015176380833804615e+01,-4.683373643165219846e+01,-4.980575807595418780e+01,-4.703483732461603495e+01,-4.937863156294270794e+01
-1.705424769630329962e+01,-1.709422932889224356e+01,-1.705584914891523596e+01,-1.709223965819501956e+01,-1.705872735380428296e+01,-1.708906492644070241e+01,-1.706241986969754620e+01
-1.208293872553271875e+01,-1.207148275032561990e+01,-1.208241870739246870e+01,-1.207206344543386578e+01,-1.208151636996390010e+01,-1.207299354156657145e+01,-1.208041992726872849e+01
-1.915482113560912225e+01,-1.916987959784292173e+01,-1.915558824290482676e+01,-1.916909574895147728e+01,-1.915687876109419108e+01,-1.916783546141320826e+01,-1.915836707109271586e+01
-5.068298430456909642e+01,-5.105104621072385385e+01,-5.070320094452483772e+01,-5.103068831139601258e+01,-5.073651210224130637e+01,-5.099801940563157387e+01,-5.077337937417710378e+01
-6.193901237009779948e+01,-6.287933745026598586e+01,-6.199298394171410820e+01,-6.282275151072116159e+01,-6.208091535644818748e+01,-6.273271376800536103e+01,-6.217539688782374441e+01
-6.935689766558897418e+01,-7.098578699306963813e+01,-6.945239426384574699e+01,-7.087760544259825224e+01,-6.960739543845447486e+01,-7.070816612418133218e+01,-6.977082073831171272e+01
-7.491414073283762320e+01,-7.728081529714427234e+01,-7.505335100337318011e+01,-7.710579407378133965e+01,-7.527973317970830180e+01,-7.683817946768151330e+01,-7.551621921340878885e+01
-7.936273133848284544e+01,-8.247545048311883420e+01,-7.954352162603910870e+01,-8.221753709091736084e+01,-7.983932110871842269e+01,-8.183614484948400047e+01,-8.014821110869880272e+01
-8.307966387025905419e+01,-8.692122260401202993e+01,-8.329641300684443195e+01,-8.656274704032409772e+01,-8.365438740213802760e+01,-8.605551549682230927e+01,-8.403128113320218517e+01
-8.628364290714384310e+01,-9.081979512737498794e+01,-8.652759582208743439e+01,-9.034066017972531881e+01,-8.693550054322173537e+01,-8.969971532755869248e+01,-8.737239955777923228e+01
-8.911466770725797915e+01,-9.429816308060441088e+01,-8.937383839606661695e+01,-9.367496698216183404e+01,-8.981415974668072977e+01,-9.289743136582046645e+01,-9.029912569875159534e+01
-9.166970461162593153e+01,-9.744147231320914671e+01,-9.192829748209379659e+01,-9.664654372391564152e+01,-9.237751584016665163e+01,-9.573541663599073104e+01,-9.289408772963774652e+01
-9.402103736668975387e+01,-1.003092173445738666e+02,-9.425824392127410079e+01,-9.930959672487888668e+01,-9.468560919838994039e+01,-9.827460195196699999e+01,-9.521215823223056418e+01
-9.622692305266059520e+01,-1.029438386553808158e+02,-9.641477556380925762e+01,-1.017003276265330385e+02,-9.678051655635852057e+01,-1.005585768509079969e+02,-9.728972995869419549e+01
-9.833871847754609519e+01,-1.053753238747855647e+02,-9.843837335790865950e+01,-1.038418803566591606e+02,-9.869124941970892451e+01,-1.026181146768537360e+02,-9.915001794504819088e+01
-1.004066721725038605e+02,-1.076233005617969951e+02,-1.003619000666169114e+02,-1.057473317142246856e+02,-1.004361037407947919e+02,-1.044733818362604580e+02,-1.008062388498018720e+02
-1.024859676091240601e+02,-1.096971052329519409e+02,-1.022114171425882603e+02,-1.074216615737948359e+02,-1.020232404305810121e+02,-1.061346325320946278e+02,-1.022636499245844419e+02
-1.046447821971285634e+02,-1.115937503835455544e+02,-1.040040642292805870e+02,-1.088632747931109037e+02,-1.034499211928784490e+02,-1.076018949574370538e+02,-1.035210475033035351e+02
-1.069770536401326808e+02,-1.132935285989186411e+02,-1.057405557179690589e+02,-1.100654703196516380e+02,-1.047009070622053315e+02,-1.088642330954827599e+02,-1.045721487569938688e+02
-1.096236992358085729e+02,-1.147537442048921719e+02,-1.073873319606125989e+02,-1.110181302627287323e+02,-1.057471510058843478e+02,-1.098995959844191646e+02,-1.054071711819765369e+02
-1.127953774790854311e+02,-1.159040581208622598e+02,-1.088431533430482716e+02,-1.117097533391719963e+02,-1.065470740400095622e+02,-1.106768737738358510e+02,-1.060147886785279354e+02
-1.166158048260111713e+02,-1.166526505731551708e+02,-1.099039337181570772e+02,-1.121297460486496931e+02,-1.070535091338427094e+02,-1.111618516658482463e+02,-1.063844233152040744e+02
-1.191915830118029476e+02,-1.169141593275127633e+02,-1.103030455261274909e+02,-1.122706413480414938e+02,-1.072274401015584431e+02,-1.113270530826411573e+02,-1.065085449241222904e+02
